scene_id,family,mechanism,receiver_id,receiver,variant,surface_condition,impact_location,causal_footprint,seed_policy,prompt
wdp0587,absorbent_surface,absorption,absorbent_surface_34,unfinished bamboo board,1,"clean, completely dry, flat, and supported on a rigid surface",slightly left of center,the water soaks in and leaves a compact dark damp spot with little outward spread,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished bamboo board is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0588,absorbent_surface,absorption,absorbent_surface_34,unfinished bamboo board,2,"clean, completely dry, flat, and showing a clear grain or fiber direction",slightly right of center,an elongated wet mark gradually spreads along the visible grain or fibers,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished bamboo board is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0589,absorbent_surface,absorption,absorbent_surface_34,unfinished bamboo board,3,"clean, completely dry, flat, and firmly supported so it cannot move",near one visible edge,an asymmetric wet patch appears and slowly spreads inward from the contact point,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished bamboo board is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0590,absorbent_surface,absorption,absorbent_surface_35,unfinished oak board,0,"clean, completely dry, flat, and motionless",the center,the water is absorbed and a small dark wet patch gradually expands,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished oak board is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0591,absorbent_surface,absorption,absorbent_surface_35,unfinished oak board,1,"clean, completely dry, flat, and supported on a rigid surface",slightly left of center,the water soaks in and leaves a compact dark damp spot with little outward spread,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished oak board is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0592,absorbent_surface,absorption,absorbent_surface_35,unfinished oak board,2,"clean, completely dry, flat, and showing a clear grain or fiber direction",slightly right of center,an elongated wet mark gradually spreads along the visible grain or fibers,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished oak board is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0593,absorbent_surface,absorption,absorbent_surface_35,unfinished oak board,3,"clean, completely dry, flat, and firmly supported so it cannot move",near one visible edge,an asymmetric wet patch appears and slowly spreads inward from the contact point,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished oak board is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0594,absorbent_surface,absorption,absorbent_surface_36,unfinished maple board,0,"clean, completely dry, flat, and motionless",the center,the water is absorbed and a small dark wet patch gradually expands,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished maple board is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0595,absorbent_surface,absorption,absorbent_surface_36,unfinished maple board,1,"clean, completely dry, flat, and supported on a rigid surface",slightly left of center,the water soaks in and leaves a compact dark damp spot with little outward spread,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished maple board is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0596,absorbent_surface,absorption,absorbent_surface_36,unfinished maple board,2,"clean, completely dry, flat, and showing a clear grain or fiber direction",slightly right of center,an elongated wet mark gradually spreads along the visible grain or fibers,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished maple board is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0597,absorbent_surface,absorption,absorbent_surface_36,unfinished maple board,3,"clean, completely dry, flat, and firmly supported so it cannot move",near one visible edge,an asymmetric wet patch appears and slowly spreads inward from the contact point,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished maple board is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0598,absorbent_surface,absorption,absorbent_surface_37,unfinished birch board,0,"clean, completely dry, flat, and motionless",the center,the water is absorbed and a small dark wet patch gradually expands,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished birch board is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0599,absorbent_surface,absorption,absorbent_surface_37,unfinished birch board,1,"clean, completely dry, flat, and supported on a rigid surface",slightly left of center,the water soaks in and leaves a compact dark damp spot with little outward spread,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished birch board is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0600,absorbent_surface,absorption,absorbent_surface_37,unfinished birch board,2,"clean, completely dry, flat, and showing a clear grain or fiber direction",slightly right of center,an elongated wet mark gradually spreads along the visible grain or fibers,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished birch board is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0601,absorbent_surface,absorption,absorbent_surface_37,unfinished birch board,3,"clean, completely dry, flat, and firmly supported so it cannot move",near one visible edge,an asymmetric wet patch appears and slowly spreads inward from the contact point,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished birch board is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0602,absorbent_surface,absorption,absorbent_surface_38,unfinished cedar board,0,"clean, completely dry, flat, and motionless",the center,the water is absorbed and a small dark wet patch gradually expands,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished cedar board is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0603,absorbent_surface,absorption,absorbent_surface_38,unfinished cedar board,1,"clean, completely dry, flat, and supported on a rigid surface",slightly left of center,the water soaks in and leaves a compact dark damp spot with little outward spread,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished cedar board is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0604,absorbent_surface,absorption,absorbent_surface_38,unfinished cedar board,2,"clean, completely dry, flat, and showing a clear grain or fiber direction",slightly right of center,an elongated wet mark gradually spreads along the visible grain or fibers,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished cedar board is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0605,absorbent_surface,absorption,absorbent_surface_38,unfinished cedar board,3,"clean, completely dry, flat, and firmly supported so it cannot move",near one visible edge,an asymmetric wet patch appears and slowly spreads inward from the contact point,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished cedar board is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0606,absorbent_surface,absorption,absorbent_surface_39,unfinished beech board,0,"clean, completely dry, flat, and motionless",the center,the water is absorbed and a small dark wet patch gradually expands,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished beech board is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0607,absorbent_surface,absorption,absorbent_surface_39,unfinished beech board,1,"clean, completely dry, flat, and supported on a rigid surface",slightly left of center,the water soaks in and leaves a compact dark damp spot with little outward spread,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished beech board is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0608,absorbent_surface,absorption,absorbent_surface_39,unfinished beech board,2,"clean, completely dry, flat, and showing a clear grain or fiber direction",slightly right of center,an elongated wet mark gradually spreads along the visible grain or fibers,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished beech board is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0609,absorbent_surface,absorption,absorbent_surface_39,unfinished beech board,3,"clean, completely dry, flat, and firmly supported so it cannot move",near one visible edge,an asymmetric wet patch appears and slowly spreads inward from the contact point,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished beech board is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0610,absorbent_surface,absorption,absorbent_surface_40,unfinished poplar board,0,"clean, completely dry, flat, and motionless",the center,the water is absorbed and a small dark wet patch gradually expands,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished poplar board is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0611,absorbent_surface,absorption,absorbent_surface_40,unfinished poplar board,1,"clean, completely dry, flat, and supported on a rigid surface",slightly left of center,the water soaks in and leaves a compact dark damp spot with little outward spread,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished poplar board is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0612,absorbent_surface,absorption,absorbent_surface_40,unfinished poplar board,2,"clean, completely dry, flat, and showing a clear grain or fiber direction",slightly right of center,an elongated wet mark gradually spreads along the visible grain or fibers,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished poplar board is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0613,absorbent_surface,absorption,absorbent_surface_40,unfinished poplar board,3,"clean, completely dry, flat, and firmly supported so it cannot move",near one visible edge,an asymmetric wet patch appears and slowly spreads inward from the contact point,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished poplar board is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0614,absorbent_surface,absorption,absorbent_surface_41,unfinished walnut board,0,"clean, completely dry, flat, and motionless",the center,the water is absorbed and a small dark wet patch gradually expands,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished walnut board is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0615,absorbent_surface,absorption,absorbent_surface_41,unfinished walnut board,1,"clean, completely dry, flat, and supported on a rigid surface",slightly left of center,the water soaks in and leaves a compact dark damp spot with little outward spread,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished walnut board is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0616,absorbent_surface,absorption,absorbent_surface_41,unfinished walnut board,2,"clean, completely dry, flat, and showing a clear grain or fiber direction",slightly right of center,an elongated wet mark gradually spreads along the visible grain or fibers,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished walnut board is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0617,absorbent_surface,absorption,absorbent_surface_41,unfinished walnut board,3,"clean, completely dry, flat, and firmly supported so it cannot move",near one visible edge,an asymmetric wet patch appears and slowly spreads inward from the contact point,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished walnut board is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0618,absorbent_surface,absorption,absorbent_surface_42,unfinished ash board,0,"clean, completely dry, flat, and motionless",the center,the water is absorbed and a small dark wet patch gradually expands,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished ash board is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0619,absorbent_surface,absorption,absorbent_surface_42,unfinished ash board,1,"clean, completely dry, flat, and supported on a rigid surface",slightly left of center,the water soaks in and leaves a compact dark damp spot with little outward spread,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished ash board is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0620,absorbent_surface,absorption,absorbent_surface_42,unfinished ash board,2,"clean, completely dry, flat, and showing a clear grain or fiber direction",slightly right of center,an elongated wet mark gradually spreads along the visible grain or fibers,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished ash board is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0621,absorbent_surface,absorption,absorbent_surface_42,unfinished ash board,3,"clean, completely dry, flat, and firmly supported so it cannot move",near one visible edge,an asymmetric wet patch appears and slowly spreads inward from the contact point,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unfinished ash board is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0622,absorbent_surface,absorption,absorbent_surface_43,untreated suede fixed flat,0,"clean, completely dry, flat, and motionless",the center,the water is absorbed and a small dark wet patch gradually expands,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, untreated suede fixed flat is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0623,absorbent_surface,absorption,absorbent_surface_43,untreated suede fixed flat,1,"clean, completely dry, flat, and supported on a rigid surface",slightly left of center,the water soaks in and leaves a compact dark damp spot with little outward spread,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, untreated suede fixed flat is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0624,absorbent_surface,absorption,absorbent_surface_43,untreated suede fixed flat,2,"clean, completely dry, flat, and showing a clear grain or fiber direction",slightly right of center,an elongated wet mark gradually spreads along the visible grain or fibers,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, untreated suede fixed flat is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0625,absorbent_surface,absorption,absorbent_surface_43,untreated suede fixed flat,3,"clean, completely dry, flat, and firmly supported so it cannot move",near one visible edge,an asymmetric wet patch appears and slowly spreads inward from the contact point,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, untreated suede fixed flat is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0626,absorbent_surface,absorption,absorbent_surface_44,untreated nubuck fixed flat,0,"clean, completely dry, flat, and motionless",the center,the water is absorbed and a small dark wet patch gradually expands,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, untreated nubuck fixed flat is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0627,absorbent_surface,absorption,absorbent_surface_44,untreated nubuck fixed flat,1,"clean, completely dry, flat, and supported on a rigid surface",slightly left of center,the water soaks in and leaves a compact dark damp spot with little outward spread,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, untreated nubuck fixed flat is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0628,absorbent_surface,absorption,absorbent_surface_44,untreated nubuck fixed flat,2,"clean, completely dry, flat, and showing a clear grain or fiber direction",slightly right of center,an elongated wet mark gradually spreads along the visible grain or fibers,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, untreated nubuck fixed flat is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0629,absorbent_surface,absorption,absorbent_surface_44,untreated nubuck fixed flat,3,"clean, completely dry, flat, and firmly supported so it cannot move",near one visible edge,an asymmetric wet patch appears and slowly spreads inward from the contact point,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, untreated nubuck fixed flat is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0630,absorbent_surface,absorption,absorbent_surface_45,gray paperboard,0,"clean, completely dry, flat, and motionless",the center,the water is absorbed and a small dark wet patch gradually expands,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, gray paperboard is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0631,absorbent_surface,absorption,absorbent_surface_45,gray paperboard,1,"clean, completely dry, flat, and supported on a rigid surface",slightly left of center,the water soaks in and leaves a compact dark damp spot with little outward spread,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, gray paperboard is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0632,absorbent_surface,absorption,absorbent_surface_45,gray paperboard,2,"clean, completely dry, flat, and showing a clear grain or fiber direction",slightly right of center,an elongated wet mark gradually spreads along the visible grain or fibers,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, gray paperboard is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0633,absorbent_surface,absorption,absorbent_surface_45,gray paperboard,3,"clean, completely dry, flat, and firmly supported so it cannot move",near one visible edge,an asymmetric wet patch appears and slowly spreads inward from the contact point,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, gray paperboard is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0634,absorbent_surface,absorption,absorbent_surface_46,molded paper-pulp tray,0,"clean, completely dry, flat, and motionless",the center,the water is absorbed and a small dark wet patch gradually expands,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, molded paper-pulp tray is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
