scene_id,source_scene_id,family,mechanism,receiver_id,receiver,variant,surface_condition,impact_location,causal_footprint,seed_policy,prompt
wdsimple0189,wdp0296,hard_surface,surface_residue,hard_surface_19,flat cast-iron griddle,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat cast-iron griddle is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0190,wdp0300,hard_surface,surface_residue,hard_surface_20,black nonstick baking tray,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, black nonstick baking tray is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0191,wdp0301,hard_surface,surface_residue,hard_surface_20,black nonstick baking tray,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, black nonstick baking tray is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0192,wdp0305,hard_surface,surface_residue,hard_surface_21,clear glass plate,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, clear glass plate is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0193,wdp0306,hard_surface,surface_residue,hard_surface_21,clear glass plate,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, clear glass plate is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0194,wdp0310,hard_surface,surface_residue,hard_surface_22,clear acrylic sheet,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, clear acrylic sheet is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0195,wdp0311,hard_surface,surface_residue,hard_surface_22,clear acrylic sheet,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, clear acrylic sheet is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0196,wdp0315,hard_surface,surface_residue,hard_surface_23,polycarbonate panel,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polycarbonate panel is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0197,wdp0316,hard_surface,surface_residue,hard_surface_23,polycarbonate panel,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polycarbonate panel is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0198,wdp0320,hard_surface,surface_residue,hard_surface_24,rigid white PVC board,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, rigid white PVC board is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0199,wdp0321,hard_surface,surface_residue,hard_surface_24,rigid white PVC board,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, rigid white PVC board is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0200,wdp0325,hard_surface,surface_residue,hard_surface_25,sealed hardwood tabletop,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, sealed hardwood tabletop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0201,wdp0326,hard_surface,surface_residue,hard_surface_25,sealed hardwood tabletop,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, sealed hardwood tabletop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0202,wdp0330,hard_surface,surface_residue,hard_surface_26,laminated office desk,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laminated office desk is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0203,wdp0331,hard_surface,surface_residue,hard_surface_26,laminated office desk,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laminated office desk is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0204,wdp0335,hard_surface,surface_residue,hard_surface_27,lacquered wood panel,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, lacquered wood panel is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0205,wdp0336,hard_surface,surface_residue,hard_surface_27,lacquered wood panel,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, lacquered wood panel is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0206,wdp0340,hard_surface,surface_residue,hard_surface_28,painted metal cabinet top,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, painted metal cabinet top is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0207,wdp0341,hard_surface,surface_residue,hard_surface_28,painted metal cabinet top,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, painted metal cabinet top is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0208,wdp0345,hard_surface,surface_residue,hard_surface_29,tempered-glass refrigerator shelf,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tempered-glass refrigerator shelf is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0209,wdp0346,hard_surface,surface_residue,hard_surface_29,tempered-glass refrigerator shelf,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tempered-glass refrigerator shelf is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0210,wdp0350,hard_surface,surface_residue,hard_surface_30,flat wall mirror,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat wall mirror is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0211,wdp0351,hard_surface,surface_residue,hard_surface_30,flat wall mirror,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat wall mirror is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0212,wdp0355,hard_surface,surface_residue,hard_surface_31,glazed brick,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed brick is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0213,wdp0356,hard_surface,surface_residue,hard_surface_31,glazed brick,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed brick is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0214,wdp0360,hard_surface,surface_residue,hard_surface_32,glazed pottery lid,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed pottery lid is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0215,wdp0361,hard_surface,surface_residue,hard_surface_32,glazed pottery lid,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed pottery lid is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0216,wdp0365,hard_surface,surface_residue,hard_surface_33,polished stone coaster,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished stone coaster is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0217,wdp0366,hard_surface,surface_residue,hard_surface_33,polished stone coaster,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished stone coaster is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0218,wdp0370,hard_surface,surface_residue,hard_surface_34,glazed ceramic coaster,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed ceramic coaster is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0219,wdp0371,hard_surface,surface_residue,hard_surface_34,glazed ceramic coaster,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed ceramic coaster is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0220,wdp0375,hard_surface,surface_residue,hard_surface_35,clear glass coaster,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, clear glass coaster is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0221,wdp0376,hard_surface,surface_residue,hard_surface_35,clear glass coaster,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, clear glass coaster is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0222,wdp0380,hard_surface,surface_residue,hard_surface_36,stainless-steel coaster,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, stainless-steel coaster is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0223,wdp0381,hard_surface,surface_residue,hard_surface_36,stainless-steel coaster,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, stainless-steel coaster is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0224,wdp0385,hard_surface,surface_residue,hard_surface_37,rigid plastic cafeteria tray,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, rigid plastic cafeteria tray is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0225,wdp0386,hard_surface,surface_residue,hard_surface_37,rigid plastic cafeteria tray,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, rigid plastic cafeteria tray is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0226,wdp0390,hard_surface,surface_residue,hard_surface_38,porcelain bathtub ledge,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, porcelain bathtub ledge is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0227,wdp0391,hard_surface,surface_residue,hard_surface_38,porcelain bathtub ledge,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, porcelain bathtub ledge is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0228,wdp0395,hard_surface,surface_residue,hard_surface_39,flat section of a painted car hood,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat section of a painted car hood is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0229,wdp0396,hard_surface,surface_residue,hard_surface_39,flat section of a painted car hood,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat section of a painted car hood is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0230,wdp0400,hard_surface,surface_residue,hard_surface_40,flat smartphone glass screen,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat smartphone glass screen is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0231,wdp0401,hard_surface,surface_residue,hard_surface_40,flat smartphone glass screen,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat smartphone glass screen is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0232,wdp0405,hard_surface,surface_residue,hard_surface_41,laptop glass trackpad,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laptop glass trackpad is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0233,wdp0406,hard_surface,surface_residue,hard_surface_41,laptop glass trackpad,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laptop glass trackpad is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0234,wdp0410,hard_surface,surface_residue,hard_surface_42,camera filter glass,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, camera filter glass is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0235,wdp0411,hard_surface,surface_residue,hard_surface_42,camera filter glass,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, camera filter glass is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0236,wdp0415,hard_surface,surface_residue,hard_surface_43,laboratory resin worktop,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laboratory resin worktop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0237,wdp0416,hard_surface,surface_residue,hard_surface_43,laboratory resin worktop,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laboratory resin worktop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0238,wdp0420,hard_surface,surface_residue,hard_surface_44,smooth whiteboard panel,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, smooth whiteboard panel is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
