protocol_version,pair_id,split,generalization_group,mechanism,source_id,source_object,source_seen,receiver_id,receiver,receiver_seen,prompt_variant,training_prompt,target_generation_prompt,expected_factual_event,expected_counterfactual_state,seed,num_frames,fps,factual_video,desired_target_video
water_impact_dynamic_v1,widyn_train_0145_steel_ball_shallow_pond_natural,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,shallow_pond,a calm shallow pond,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one polished steel ball bearing drops into the center of the water in a calm shallow pond. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a calm shallow pond. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26145,49,8,,
water_impact_dynamic_v1,widyn_train_0146_steel_ball_glass_bowl_direct,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,glass_bowl,a transparent glass mixing bowl filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One polished steel ball bearing falls naturally from above, enters the center of the water in a transparent glass mixing bowl filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a transparent glass mixing bowl filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26146,49,8,,
water_impact_dynamic_v1,widyn_train_0147_steel_ball_glass_bowl_natural,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,glass_bowl,a transparent glass mixing bowl filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one polished steel ball bearing drops into the center of the water in a transparent glass mixing bowl filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a transparent glass mixing bowl filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26147,49,8,,
water_impact_dynamic_v1,widyn_train_0148_steel_ball_white_basin_direct,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,white_basin,a wide white ceramic basin filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One polished steel ball bearing falls naturally from above, enters the center of the water in a wide white ceramic basin filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a wide white ceramic basin filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26148,49,8,,
water_impact_dynamic_v1,widyn_train_0149_steel_ball_white_basin_natural,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,white_basin,a wide white ceramic basin filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one polished steel ball bearing drops into the center of the water in a wide white ceramic basin filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a wide white ceramic basin filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26149,49,8,,
water_impact_dynamic_v1,widyn_train_0150_steel_ball_glass_tank_direct,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,glass_tank,a clear rectangular glass tank filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One polished steel ball bearing falls naturally from above, enters the center of the water in a clear rectangular glass tank filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clear rectangular glass tank filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26150,49,8,,
water_impact_dynamic_v1,widyn_train_0151_steel_ball_glass_tank_natural,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,glass_tank,a clear rectangular glass tank filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one polished steel ball bearing drops into the center of the water in a clear rectangular glass tank filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clear rectangular glass tank filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26151,49,8,,
water_impact_dynamic_v1,widyn_train_0152_steel_ball_metal_bucket_direct,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,metal_bucket,a clean metal bucket filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One polished steel ball bearing falls naturally from above, enters the center of the water in a clean metal bucket filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clean metal bucket filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26152,49,8,,
water_impact_dynamic_v1,widyn_train_0153_steel_ball_metal_bucket_natural,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,metal_bucket,a clean metal bucket filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one polished steel ball bearing drops into the center of the water in a clean metal bucket filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clean metal bucket filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26153,49,8,,
water_impact_dynamic_v1,widyn_train_0154_steel_ball_kitchen_sink_direct,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,kitchen_sink,a stainless-steel kitchen sink basin filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One polished steel ball bearing falls naturally from above, enters the center of the water in a stainless-steel kitchen sink basin filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a stainless-steel kitchen sink basin filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26154,49,8,,
water_impact_dynamic_v1,widyn_train_0155_steel_ball_kitchen_sink_natural,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,kitchen_sink,a stainless-steel kitchen sink basin filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one polished steel ball bearing drops into the center of the water in a stainless-steel kitchen sink basin filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a stainless-steel kitchen sink basin filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26155,49,8,,
water_impact_dynamic_v1,widyn_train_0156_steel_ball_porcelain_bowl_direct,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,porcelain_bowl,a plain porcelain soup bowl filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One polished steel ball bearing falls naturally from above, enters the center of the water in a plain porcelain soup bowl filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a plain porcelain soup bowl filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26156,49,8,,
water_impact_dynamic_v1,widyn_train_0157_steel_ball_porcelain_bowl_natural,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,porcelain_bowl,a plain porcelain soup bowl filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one polished steel ball bearing drops into the center of the water in a plain porcelain soup bowl filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a plain porcelain soup bowl filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26157,49,8,,
water_impact_dynamic_v1,widyn_train_0158_steel_ball_cooking_pot_direct,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,cooking_pot,a black cooking pot filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One polished steel ball bearing falls naturally from above, enters the center of the water in a black cooking pot filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a black cooking pot filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26158,49,8,,
water_impact_dynamic_v1,widyn_train_0159_steel_ball_cooking_pot_natural,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,cooking_pot,a black cooking pot filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one polished steel ball bearing drops into the center of the water in a black cooking pot filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a black cooking pot filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26159,49,8,,
water_impact_dynamic_v1,widyn_train_0160_steel_ball_garden_birdbath_direct,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,garden_birdbath,a round stone birdbath filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One polished steel ball bearing falls naturally from above, enters the center of the water in a round stone birdbath filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a round stone birdbath filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26160,49,8,,
water_impact_dynamic_v1,widyn_train_0161_steel_ball_garden_birdbath_natural,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,garden_birdbath,a round stone birdbath filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one polished steel ball bearing drops into the center of the water in a round stone birdbath filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a round stone birdbath filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26161,49,8,,
water_impact_dynamic_v1,widyn_train_0162_steel_ball_glass_dish_direct,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,glass_dish,a rectangular glass baking dish filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One polished steel ball bearing falls naturally from above, enters the center of the water in a rectangular glass baking dish filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a rectangular glass baking dish filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26162,49,8,,
water_impact_dynamic_v1,widyn_train_0163_steel_ball_glass_dish_natural,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,glass_dish,a rectangular glass baking dish filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one polished steel ball bearing drops into the center of the water in a rectangular glass baking dish filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a rectangular glass baking dish filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26163,49,8,,
water_impact_dynamic_v1,widyn_train_0164_steel_ball_plastic_tub_direct,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,plastic_tub,a blue plastic storage tub filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One polished steel ball bearing falls naturally from above, enters the center of the water in a blue plastic storage tub filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a blue plastic storage tub filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26164,49,8,,
water_impact_dynamic_v1,widyn_train_0165_steel_ball_plastic_tub_natural,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,plastic_tub,a blue plastic storage tub filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one polished steel ball bearing drops into the center of the water in a blue plastic storage tub filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a blue plastic storage tub filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26165,49,8,,
water_impact_dynamic_v1,widyn_train_0166_steel_ball_laboratory_beaker_direct,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,laboratory_beaker,a laboratory beaker filled with clear water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One polished steel ball bearing falls naturally from above, enters the center of the water in a laboratory beaker filled with clear water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a laboratory beaker filled with clear water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26166,49,8,,
water_impact_dynamic_v1,widyn_train_0167_steel_ball_laboratory_beaker_natural,train,seen_source_seen_receiver,object_enters_water,steel_ball,one polished steel ball bearing,yes,laboratory_beaker,a laboratory beaker filled with clear water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one polished steel ball bearing drops into the center of the water in a laboratory beaker filled with clear water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a laboratory beaker filled with clear water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26167,49,8,,
water_impact_dynamic_v1,widyn_train_0168_plastic_block_shallow_pond_direct,train,seen_source_seen_receiver,object_enters_water,plastic_block,one small red plastic toy block,yes,shallow_pond,a calm shallow pond,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red plastic toy block falls naturally from above, enters the center of the water in a calm shallow pond, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a calm shallow pond. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26168,49,8,,
water_impact_dynamic_v1,widyn_train_0169_plastic_block_shallow_pond_natural,train,seen_source_seen_receiver,object_enters_water,plastic_block,one small red plastic toy block,yes,shallow_pond,a calm shallow pond,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red plastic toy block drops into the center of the water in a calm shallow pond. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a calm shallow pond. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26169,49,8,,
water_impact_dynamic_v1,widyn_train_0170_plastic_block_glass_bowl_direct,train,seen_source_seen_receiver,object_enters_water,plastic_block,one small red plastic toy block,yes,glass_bowl,a transparent glass mixing bowl filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red plastic toy block falls naturally from above, enters the center of the water in a transparent glass mixing bowl filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a transparent glass mixing bowl filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26170,49,8,,
water_impact_dynamic_v1,widyn_train_0171_plastic_block_glass_bowl_natural,train,seen_source_seen_receiver,object_enters_water,plastic_block,one small red plastic toy block,yes,glass_bowl,a transparent glass mixing bowl filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red plastic toy block drops into the center of the water in a transparent glass mixing bowl filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a transparent glass mixing bowl filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26171,49,8,,
water_impact_dynamic_v1,widyn_train_0172_plastic_block_white_basin_direct,train,seen_source_seen_receiver,object_enters_water,plastic_block,one small red plastic toy block,yes,white_basin,a wide white ceramic basin filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red plastic toy block falls naturally from above, enters the center of the water in a wide white ceramic basin filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a wide white ceramic basin filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26172,49,8,,
water_impact_dynamic_v1,widyn_train_0173_plastic_block_white_basin_natural,train,seen_source_seen_receiver,object_enters_water,plastic_block,one small red plastic toy block,yes,white_basin,a wide white ceramic basin filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red plastic toy block drops into the center of the water in a wide white ceramic basin filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a wide white ceramic basin filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26173,49,8,,
water_impact_dynamic_v1,widyn_train_0174_plastic_block_glass_tank_direct,train,seen_source_seen_receiver,object_enters_water,plastic_block,one small red plastic toy block,yes,glass_tank,a clear rectangular glass tank filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red plastic toy block falls naturally from above, enters the center of the water in a clear rectangular glass tank filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clear rectangular glass tank filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26174,49,8,,
water_impact_dynamic_v1,widyn_train_0175_plastic_block_glass_tank_natural,train,seen_source_seen_receiver,object_enters_water,plastic_block,one small red plastic toy block,yes,glass_tank,a clear rectangular glass tank filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red plastic toy block drops into the center of the water in a clear rectangular glass tank filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clear rectangular glass tank filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26175,49,8,,
water_impact_dynamic_v1,widyn_train_0176_plastic_block_metal_bucket_direct,train,seen_source_seen_receiver,object_enters_water,plastic_block,one small red plastic toy block,yes,metal_bucket,a clean metal bucket filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red plastic toy block falls naturally from above, enters the center of the water in a clean metal bucket filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clean metal bucket filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26176,49,8,,
water_impact_dynamic_v1,widyn_train_0177_plastic_block_metal_bucket_natural,train,seen_source_seen_receiver,object_enters_water,plastic_block,one small red plastic toy block,yes,metal_bucket,a clean metal bucket filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red plastic toy block drops into the center of the water in a clean metal bucket filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clean metal bucket filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26177,49,8,,
water_impact_dynamic_v1,widyn_train_0178_plastic_block_kitchen_sink_direct,train,seen_source_seen_receiver,object_enters_water,plastic_block,one small red plastic toy block,yes,kitchen_sink,a stainless-steel kitchen sink basin filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red plastic toy block falls naturally from above, enters the center of the water in a stainless-steel kitchen sink basin filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a stainless-steel kitchen sink basin filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26178,49,8,,
water_impact_dynamic_v1,widyn_train_0179_plastic_block_kitchen_sink_natural,train,seen_source_seen_receiver,object_enters_water,plastic_block,one small red plastic toy block,yes,kitchen_sink,a stainless-steel kitchen sink basin filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red plastic toy block drops into the center of the water in a stainless-steel kitchen sink basin filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a stainless-steel kitchen sink basin filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26179,49,8,,
