# Waterdrop prompt bank v1: 800 unique scenes, one seed per prompt.
# Format: <prompt> | <target> | <effect>

A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry kosher salt is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry kosher salt is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, baking soda is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, baking soda is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, baking soda is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unsweetened cocoa powder is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unsweetened cocoa powder is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, unsweetened cocoa powder is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry ground coffee is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry ground coffee is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry ground coffee is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry loose black tea leaves is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry loose black tea leaves is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry loose black tea leaves is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, fine dry breadcrumbs is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, fine dry breadcrumbs is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, fine dry breadcrumbs is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, fine sawdust is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, fine sawdust is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, fine sawdust is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, wood flour is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, wood flour is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, wood flour is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, pale chalk dust is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, pale chalk dust is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, pale chalk dust is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry cement powder is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry cement powder is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry cement powder is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry plaster powder is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry plaster powder is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry plaster powder is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, talcum powder is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, talcum powder is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, talcum powder is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, graphite powder is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, graphite powder is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, graphite powder is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, charcoal powder is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, charcoal powder is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, charcoal powder is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, fine iron filings is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, fine iron filings is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, fine iron filings is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tiny clear glass beads is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tiny clear glass beads is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tiny clear glass beads is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tiny plastic beads is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tiny plastic beads is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tiny plastic beads is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, uncooked white rice grains is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, uncooked white rice grains is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, uncooked white rice grains is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry red lentils is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry red lentils is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry red lentils is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry quinoa grains is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry quinoa grains is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry quinoa grains is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry couscous grains is arranged as a smooth level bed and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the bed. Only after contact, a small crater forms, a few particles move outward, and the center becomes darker and damp. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small crater forms, a few particles move outward, and the center becomes darker and damp
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry couscous grains is arranged as a small dry mound and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the top of the mound. Only after contact, a small indentation forms, several particles scatter down the sides, and a damp clump remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small indentation forms, several particles scatter down the sides, and a damp clump remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dry couscous grains is arranged as a lightly compacted dry layer and completely undisturbed. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly off-center. Only after contact, a shallow dent forms and nearby particles bind into a small darker damp cluster. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a shallow dent forms and nearby particles bind into a small darker damp cluster
