# Exported benchmark-v2 candidate prompts
# Status: candidate_v2; not clean-source-gated yet
# Format: <prompt> | <target> | <effect>

A realistic fixed-camera close-up video from a side close-up view. The scene starts with loose hair strands on a white table, with no pre-existing lifted hair. A clearly visible red balloon enters the frame and remains visible before contact. The red balloon moves close to the hair after the target is clearly visible, causing hair strands lift upward and cling toward the balloon; the effect begins only after contact and remains visible for several frames. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with loose hair strands on a white table, with no pre-existing lifted hair. A clearly visible red balloon enters the frame and remains visible before contact. The red balloon moves close to the hair only after the visible contact moment, causing hair strands lift upward and cling toward the balloon; the effect begins only after contact and remains visible for several frames. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with iron filings scattered on white paper, with no pre-existing field lines. A clearly visible black bar magnet enters the frame and remains visible before contact. The black bar magnet slides near the filings in the middle of the clip, causing iron filings gather into curved field lines; the effect begins only after contact and remains visible for several frames. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with iron filings scattered on white paper, with no pre-existing field lines. A clearly visible black bar magnet enters the frame and remains visible before contact. The black bar magnet slides near the filings after a short still beginning, causing iron filings gather into curved field lines; the effect begins only after contact and remains visible for several frames. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with iron filings scattered on white paper, with no pre-existing field lines. A clearly visible black bar magnet enters the frame and remains visible before contact. The black bar magnet slides near the filings after the surface is shown clean, causing iron filings gather into curved field lines; the effect begins only after contact and remains visible for several frames. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video from a side close-up view. The scene starts with iron filings scattered on white paper, with no pre-existing field lines. A clearly visible black bar magnet enters the frame and remains visible before contact. The black bar magnet slides near the filings after the target is clearly visible, causing iron filings gather into curved field lines; the effect begins only after contact and remains visible for several frames. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with iron filings scattered on white paper, with no pre-existing field lines. A clearly visible black bar magnet enters the frame and remains visible before contact. The black bar magnet slides near the filings only after the visible contact moment, causing iron filings gather into curved field lines; the effect begins only after contact and remains visible for several frames. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with tiny paper scraps on a blue table, with no pre-existing lifted paper. A clearly visible yellow plastic comb enters the frame and remains visible before contact. The yellow plastic comb moves near the scraps in the middle of the clip, causing paper scraps lift and cling toward the comb; the effect begins only after contact and remains visible for several frames. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with tiny paper scraps on a blue table, with no pre-existing lifted paper. A clearly visible yellow plastic comb enters the frame and remains visible before contact. The yellow plastic comb moves near the scraps after a short still beginning, causing paper scraps lift and cling toward the comb; the effect begins only after contact and remains visible for several frames. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with tiny paper scraps on a blue table, with no pre-existing lifted paper. A clearly visible yellow plastic comb enters the frame and remains visible before contact. The yellow plastic comb moves near the scraps after the surface is shown clean, causing paper scraps lift and cling toward the comb; the effect begins only after contact and remains visible for several frames. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video from a side close-up view. The scene starts with tiny paper scraps on a blue table, with no pre-existing lifted paper. A clearly visible yellow plastic comb enters the frame and remains visible before contact. The yellow plastic comb moves near the scraps after the target is clearly visible, causing paper scraps lift and cling toward the comb; the effect begins only after contact and remains visible for several frames. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with tiny paper scraps on a blue table, with no pre-existing lifted paper. A clearly visible yellow plastic comb enters the frame and remains visible before contact. The yellow plastic comb moves near the scraps only after the visible contact moment, causing paper scraps lift and cling toward the comb; the effect begins only after contact and remains visible for several frames. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with hanging paper streamers, with no pre-existing bent streamers. A clearly visible desk fan enters the frame and remains visible before contact. The desk fan turns on facing the streamers in the middle of the clip, causing paper streamers bend backward and flutter; the effect begins only after contact and remains visible for several frames. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with hanging paper streamers, with no pre-existing bent streamers. A clearly visible desk fan enters the frame and remains visible before contact. The desk fan turns on facing the streamers after a short still beginning, causing paper streamers bend backward and flutter; the effect begins only after contact and remains visible for several frames. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with hanging paper streamers, with no pre-existing bent streamers. A clearly visible desk fan enters the frame and remains visible before contact. The desk fan turns on facing the streamers after the surface is shown clean, causing paper streamers bend backward and flutter; the effect begins only after contact and remains visible for several frames. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video from a side close-up view. The scene starts with hanging paper streamers, with no pre-existing bent streamers. A clearly visible desk fan enters the frame and remains visible before contact. The desk fan turns on facing the streamers after the target is clearly visible, causing paper streamers bend backward and flutter; the effect begins only after contact and remains visible for several frames. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with hanging paper streamers, with no pre-existing bent streamers. A clearly visible desk fan enters the frame and remains visible before contact. The desk fan turns on facing the streamers only after the visible contact moment, causing paper streamers bend backward and flutter; the effect begins only after contact and remains visible for several frames. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a pile of white powder on a black table, with no pre-existing powder cloud. A clearly visible hair dryer enters the frame and remains visible before contact. The hair dryer blows toward the powder in the middle of the clip, causing white powder spreads into a sideways cloud; the effect begins only after contact and remains visible for several frames. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a pile of white powder on a black table, with no pre-existing powder cloud. A clearly visible hair dryer enters the frame and remains visible before contact. The hair dryer blows toward the powder after a short still beginning, causing white powder spreads into a sideways cloud; the effect begins only after contact and remains visible for several frames. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a pile of white powder on a black table, with no pre-existing powder cloud. A clearly visible hair dryer enters the frame and remains visible before contact. The hair dryer blows toward the powder after the surface is shown clean, causing white powder spreads into a sideways cloud; the effect begins only after contact and remains visible for several frames. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a pile of white powder on a black table, with no pre-existing powder cloud. A clearly visible hair dryer enters the frame and remains visible before contact. The hair dryer blows toward the powder after the target is clearly visible, causing white powder spreads into a sideways cloud; the effect begins only after contact and remains visible for several frames. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a pile of white powder on a black table, with no pre-existing powder cloud. A clearly visible hair dryer enters the frame and remains visible before contact. The hair dryer blows toward the powder only after the visible contact moment, causing white powder spreads into a sideways cloud; the effect begins only after contact and remains visible for several frames. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with small foam beads on a dark tray, with no pre-existing moving beads. A clearly visible charged plastic ruler enters the frame and remains visible before contact. The charged plastic ruler moves near the beads in the middle of the clip, causing foam beads roll together toward the ruler; the effect begins only after contact and remains visible for several frames. | charged plastic ruler | foam beads roll together toward the ruler
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with small foam beads on a dark tray, with no pre-existing moving beads. A clearly visible charged plastic ruler enters the frame and remains visible before contact. The charged plastic ruler moves near the beads after a short still beginning, causing foam beads roll together toward the ruler; the effect begins only after contact and remains visible for several frames. | charged plastic ruler | foam beads roll together toward the ruler
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with small foam beads on a dark tray, with no pre-existing moving beads. A clearly visible charged plastic ruler enters the frame and remains visible before contact. The charged plastic ruler moves near the beads after the surface is shown clean, causing foam beads roll together toward the ruler; the effect begins only after contact and remains visible for several frames. | charged plastic ruler | foam beads roll together toward the ruler
A realistic fixed-camera close-up video from a side close-up view. The scene starts with small foam beads on a dark tray, with no pre-existing moving beads. A clearly visible charged plastic ruler enters the frame and remains visible before contact. The charged plastic ruler moves near the beads after the target is clearly visible, causing foam beads roll together toward the ruler; the effect begins only after contact and remains visible for several frames. | charged plastic ruler | foam beads roll together toward the ruler
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with small foam beads on a dark tray, with no pre-existing moving beads. A clearly visible charged plastic ruler enters the frame and remains visible before contact. The charged plastic ruler moves near the beads only after the visible contact moment, causing foam beads roll together toward the ruler; the effect begins only after contact and remains visible for several frames. | charged plastic ruler | foam beads roll together toward the ruler
