# Exported benchmark-v2 control prompts
# Format: <prompt> | <target> | <effect>

A realistic fixed-camera close-up video of the same scene before the event, with no milk droplet, no visible cause, and no a white swirl blooms through the coffee. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video showing a white swirl blooms through the coffee, with no milk droplet or other visible cause in the frame. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a white swirl blooms through the coffee, with no milk droplet visible. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video of the same scene before the event, with no milk droplet, no visible cause, and no a white swirl blooms through the coffee. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video showing a white swirl blooms through the coffee, with no milk droplet or other visible cause in the frame. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a white swirl blooms through the coffee, with no milk droplet visible. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video of the same scene before the event, with no milk droplet, no visible cause, and no a white swirl blooms through the coffee. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video showing a white swirl blooms through the coffee, with no milk droplet or other visible cause in the frame. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a white swirl blooms through the coffee, with no milk droplet visible. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video of the same scene before the event, with no green grape, no visible cause, and no a splash crown rises and ripples spread. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video showing a splash crown rises and ripples spread, with no green grape or other visible cause in the frame. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a splash crown rises and ripples spread, with no green grape visible. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video of the same scene before the event, with no green grape, no visible cause, and no a splash crown rises and ripples spread. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video showing a splash crown rises and ripples spread, with no green grape or other visible cause in the frame. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a splash crown rises and ripples spread, with no green grape visible. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video of the same scene before the event, with no green grape, no visible cause, and no a splash crown rises and ripples spread. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video showing a splash crown rises and ripples spread, with no green grape or other visible cause in the frame. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a splash crown rises and ripples spread, with no green grape visible. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video of the same scene before the event, with no green grape, no visible cause, and no a splash crown rises and ripples spread. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video showing a splash crown rises and ripples spread, with no green grape or other visible cause in the frame. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a splash crown rises and ripples spread, with no green grape visible. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video of the same scene before the event, with no green grape, no visible cause, and no a splash crown rises and ripples spread. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video showing a splash crown rises and ripples spread, with no green grape or other visible cause in the frame. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a splash crown rises and ripples spread, with no green grape visible. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video of the same scene before the event, with no ice cube, no visible cause, and no brown ripples and bubbles spread from the impact point. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video showing brown ripples and bubbles spread from the impact point, with no ice cube or other visible cause in the frame. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: brown ripples and bubbles spread from the impact point, with no ice cube visible. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video of the same scene before the event, with no ice cube, no visible cause, and no brown ripples and bubbles spread from the impact point. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video showing brown ripples and bubbles spread from the impact point, with no ice cube or other visible cause in the frame. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: brown ripples and bubbles spread from the impact point, with no ice cube visible. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video of the same scene before the event, with no ice cube, no visible cause, and no brown ripples and bubbles spread from the impact point. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video showing brown ripples and bubbles spread from the impact point, with no ice cube or other visible cause in the frame. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: brown ripples and bubbles spread from the impact point, with no ice cube visible. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video of the same scene before the event, with no ice cube, no visible cause, and no brown ripples and bubbles spread from the impact point. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video showing brown ripples and bubbles spread from the impact point, with no ice cube or other visible cause in the frame. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: brown ripples and bubbles spread from the impact point, with no ice cube visible. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video of the same scene before the event, with no ice cube, no visible cause, and no brown ripples and bubbles spread from the impact point. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video showing brown ripples and bubbles spread from the impact point, with no ice cube or other visible cause in the frame. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: brown ripples and bubbles spread from the impact point, with no ice cube visible. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video of the same scene before the event, with no chalk eraser, no visible cause, and no a white chalk dust cloud rises. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video showing a white chalk dust cloud rises, with no chalk eraser or other visible cause in the frame. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: a white chalk dust cloud rises, with no chalk eraser visible. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video of the same scene before the event, with no chalk eraser, no visible cause, and no a white chalk dust cloud rises. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video showing a white chalk dust cloud rises, with no chalk eraser or other visible cause in the frame. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: a white chalk dust cloud rises, with no chalk eraser visible. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video of the same scene before the event, with no chalk eraser, no visible cause, and no a white chalk dust cloud rises. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video showing a white chalk dust cloud rises, with no chalk eraser or other visible cause in the frame. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: a white chalk dust cloud rises, with no chalk eraser visible. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video of the same scene before the event, with no chalk eraser, no visible cause, and no a white chalk dust cloud rises. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video showing a white chalk dust cloud rises, with no chalk eraser or other visible cause in the frame. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: a white chalk dust cloud rises, with no chalk eraser visible. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video of the same scene before the event, with no chalk eraser, no visible cause, and no a white chalk dust cloud rises. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video showing a white chalk dust cloud rises, with no chalk eraser or other visible cause in the frame. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: a white chalk dust cloud rises, with no chalk eraser visible. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video of the same scene before the event, with no flour scoop, no visible cause, and no white flour dust spreads outward. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video showing white flour dust spreads outward, with no flour scoop or other visible cause in the frame. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: white flour dust spreads outward, with no flour scoop visible. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video of the same scene before the event, with no flour scoop, no visible cause, and no white flour dust spreads outward. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video showing white flour dust spreads outward, with no flour scoop or other visible cause in the frame. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: white flour dust spreads outward, with no flour scoop visible. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video of the same scene before the event, with no flour scoop, no visible cause, and no white flour dust spreads outward. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video showing white flour dust spreads outward, with no flour scoop or other visible cause in the frame. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: white flour dust spreads outward, with no flour scoop visible. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video of the same scene before the event, with no flour scoop, no visible cause, and no white flour dust spreads outward. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video showing white flour dust spreads outward, with no flour scoop or other visible cause in the frame. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: white flour dust spreads outward, with no flour scoop visible. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video of the same scene before the event, with no flour scoop, no visible cause, and no white flour dust spreads outward. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video showing white flour dust spreads outward, with no flour scoop or other visible cause in the frame. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: white flour dust spreads outward, with no flour scoop visible. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video of the same scene before the event, with no makeup brush, no visible cause, and no a pink powder cloud blooms upward. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video showing a pink powder cloud blooms upward, with no makeup brush or other visible cause in the frame. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: a pink powder cloud blooms upward, with no makeup brush visible. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video of the same scene before the event, with no makeup brush, no visible cause, and no a pink powder cloud blooms upward. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video showing a pink powder cloud blooms upward, with no makeup brush or other visible cause in the frame. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: a pink powder cloud blooms upward, with no makeup brush visible. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video of the same scene before the event, with no makeup brush, no visible cause, and no a pink powder cloud blooms upward. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video showing a pink powder cloud blooms upward, with no makeup brush or other visible cause in the frame. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: a pink powder cloud blooms upward, with no makeup brush visible. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video of the same scene before the event, with no makeup brush, no visible cause, and no a pink powder cloud blooms upward. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video showing a pink powder cloud blooms upward, with no makeup brush or other visible cause in the frame. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: a pink powder cloud blooms upward, with no makeup brush visible. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video of the same scene before the event, with no makeup brush, no visible cause, and no a pink powder cloud blooms upward. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video showing a pink powder cloud blooms upward, with no makeup brush or other visible cause in the frame. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: a pink powder cloud blooms upward, with no makeup brush visible. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video of the same scene before the event, with no salt shaker, no visible cause, and no white salt grains scatter across the black table. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video showing white salt grains scatter across the black table, with no salt shaker or other visible cause in the frame. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: white salt grains scatter across the black table, with no salt shaker visible. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video of the same scene before the event, with no salt shaker, no visible cause, and no white salt grains scatter across the black table. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video showing white salt grains scatter across the black table, with no salt shaker or other visible cause in the frame. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: white salt grains scatter across the black table, with no salt shaker visible. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video of the same scene before the event, with no salt shaker, no visible cause, and no white salt grains scatter across the black table. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video showing white salt grains scatter across the black table, with no salt shaker or other visible cause in the frame. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: white salt grains scatter across the black table, with no salt shaker visible. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video of the same scene before the event, with no salt shaker, no visible cause, and no white salt grains scatter across the black table. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video showing white salt grains scatter across the black table, with no salt shaker or other visible cause in the frame. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: white salt grains scatter across the black table, with no salt shaker visible. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video of the same scene before the event, with no salt shaker, no visible cause, and no white salt grains scatter across the black table. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video showing white salt grains scatter across the black table, with no salt shaker or other visible cause in the frame. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: white salt grains scatter across the black table, with no salt shaker visible. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video of the same scene before the event, with no sandbag, no visible cause, and no tan sand spills into a spreading pile. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video showing tan sand spills into a spreading pile, with no sandbag or other visible cause in the frame. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: tan sand spills into a spreading pile, with no sandbag visible. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video of the same scene before the event, with no sandbag, no visible cause, and no tan sand spills into a spreading pile. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video showing tan sand spills into a spreading pile, with no sandbag or other visible cause in the frame. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: tan sand spills into a spreading pile, with no sandbag visible. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video of the same scene before the event, with no sandbag, no visible cause, and no tan sand spills into a spreading pile. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video showing tan sand spills into a spreading pile, with no sandbag or other visible cause in the frame. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: tan sand spills into a spreading pile, with no sandbag visible. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video of the same scene before the event, with no sandbag, no visible cause, and no tan sand spills into a spreading pile. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video showing tan sand spills into a spreading pile, with no sandbag or other visible cause in the frame. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: tan sand spills into a spreading pile, with no sandbag visible. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video of the same scene before the event, with no sandbag, no visible cause, and no tan sand spills into a spreading pile. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video showing tan sand spills into a spreading pile, with no sandbag or other visible cause in the frame. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: tan sand spills into a spreading pile, with no sandbag visible. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video of the same scene before the event, with no cracker, no visible cause, and no small crumbs scatter across the plate. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video showing small crumbs scatter across the plate, with no cracker or other visible cause in the frame. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: small crumbs scatter across the plate, with no cracker visible. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video of the same scene before the event, with no cracker, no visible cause, and no small crumbs scatter across the plate. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video showing small crumbs scatter across the plate, with no cracker or other visible cause in the frame. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: small crumbs scatter across the plate, with no cracker visible. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video of the same scene before the event, with no cracker, no visible cause, and no small crumbs scatter across the plate. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video showing small crumbs scatter across the plate, with no cracker or other visible cause in the frame. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: small crumbs scatter across the plate, with no cracker visible. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video of the same scene before the event, with no cracker, no visible cause, and no small crumbs scatter across the plate. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video showing small crumbs scatter across the plate, with no cracker or other visible cause in the frame. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: small crumbs scatter across the plate, with no cracker visible. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video of the same scene before the event, with no cracker, no visible cause, and no small crumbs scatter across the plate. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video showing small crumbs scatter across the plate, with no cracker or other visible cause in the frame. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video of a small paper cup producing a similar footprint: small crumbs scatter across the plate, with no cracker visible. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video of the same scene before the event, with no red balloon, no visible cause, and no hair strands lift upward and cling toward the balloon. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video showing hair strands lift upward and cling toward the balloon, with no red balloon or other visible cause in the frame. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: hair strands lift upward and cling toward the balloon, with no red balloon visible. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video of the same scene before the event, with no red balloon, no visible cause, and no hair strands lift upward and cling toward the balloon. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video showing hair strands lift upward and cling toward the balloon, with no red balloon or other visible cause in the frame. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: hair strands lift upward and cling toward the balloon, with no red balloon visible. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video of the same scene before the event, with no red balloon, no visible cause, and no hair strands lift upward and cling toward the balloon. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video showing hair strands lift upward and cling toward the balloon, with no red balloon or other visible cause in the frame. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: hair strands lift upward and cling toward the balloon, with no red balloon visible. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video of the same scene before the event, with no red balloon, no visible cause, and no hair strands lift upward and cling toward the balloon. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video showing hair strands lift upward and cling toward the balloon, with no red balloon or other visible cause in the frame. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: hair strands lift upward and cling toward the balloon, with no red balloon visible. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video of the same scene before the event, with no red balloon, no visible cause, and no hair strands lift upward and cling toward the balloon. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video showing hair strands lift upward and cling toward the balloon, with no red balloon or other visible cause in the frame. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: hair strands lift upward and cling toward the balloon, with no red balloon visible. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video of the same scene before the event, with no black bar magnet, no visible cause, and no iron filings gather into curved field lines. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video showing iron filings gather into curved field lines, with no black bar magnet or other visible cause in the frame. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: iron filings gather into curved field lines, with no black bar magnet visible. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video of the same scene before the event, with no black bar magnet, no visible cause, and no iron filings gather into curved field lines. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video showing iron filings gather into curved field lines, with no black bar magnet or other visible cause in the frame. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: iron filings gather into curved field lines, with no black bar magnet visible. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video of the same scene before the event, with no black bar magnet, no visible cause, and no iron filings gather into curved field lines. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video showing iron filings gather into curved field lines, with no black bar magnet or other visible cause in the frame. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: iron filings gather into curved field lines, with no black bar magnet visible. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video of the same scene before the event, with no black bar magnet, no visible cause, and no iron filings gather into curved field lines. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video showing iron filings gather into curved field lines, with no black bar magnet or other visible cause in the frame. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: iron filings gather into curved field lines, with no black bar magnet visible. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video of the same scene before the event, with no black bar magnet, no visible cause, and no iron filings gather into curved field lines. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video showing iron filings gather into curved field lines, with no black bar magnet or other visible cause in the frame. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: iron filings gather into curved field lines, with no black bar magnet visible. | black bar magnet | iron filings gather into curved field lines
A realistic fixed-camera close-up video of the same scene before the event, with no yellow plastic comb, no visible cause, and no paper scraps lift and cling toward the comb. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video showing paper scraps lift and cling toward the comb, with no yellow plastic comb or other visible cause in the frame. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: paper scraps lift and cling toward the comb, with no yellow plastic comb visible. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video of the same scene before the event, with no yellow plastic comb, no visible cause, and no paper scraps lift and cling toward the comb. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video showing paper scraps lift and cling toward the comb, with no yellow plastic comb or other visible cause in the frame. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: paper scraps lift and cling toward the comb, with no yellow plastic comb visible. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video of the same scene before the event, with no yellow plastic comb, no visible cause, and no paper scraps lift and cling toward the comb. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video showing paper scraps lift and cling toward the comb, with no yellow plastic comb or other visible cause in the frame. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: paper scraps lift and cling toward the comb, with no yellow plastic comb visible. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video of the same scene before the event, with no yellow plastic comb, no visible cause, and no paper scraps lift and cling toward the comb. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video showing paper scraps lift and cling toward the comb, with no yellow plastic comb or other visible cause in the frame. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: paper scraps lift and cling toward the comb, with no yellow plastic comb visible. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video of the same scene before the event, with no yellow plastic comb, no visible cause, and no paper scraps lift and cling toward the comb. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video showing paper scraps lift and cling toward the comb, with no yellow plastic comb or other visible cause in the frame. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: paper scraps lift and cling toward the comb, with no yellow plastic comb visible. | yellow plastic comb | paper scraps lift and cling toward the comb
A realistic fixed-camera close-up video of the same scene before the event, with no desk fan, no visible cause, and no paper streamers bend backward and flutter. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video showing paper streamers bend backward and flutter, with no desk fan or other visible cause in the frame. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: paper streamers bend backward and flutter, with no desk fan visible. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video of the same scene before the event, with no desk fan, no visible cause, and no paper streamers bend backward and flutter. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video showing paper streamers bend backward and flutter, with no desk fan or other visible cause in the frame. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: paper streamers bend backward and flutter, with no desk fan visible. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video of the same scene before the event, with no desk fan, no visible cause, and no paper streamers bend backward and flutter. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video showing paper streamers bend backward and flutter, with no desk fan or other visible cause in the frame. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: paper streamers bend backward and flutter, with no desk fan visible. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video of the same scene before the event, with no desk fan, no visible cause, and no paper streamers bend backward and flutter. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video showing paper streamers bend backward and flutter, with no desk fan or other visible cause in the frame. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: paper streamers bend backward and flutter, with no desk fan visible. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video of the same scene before the event, with no desk fan, no visible cause, and no paper streamers bend backward and flutter. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video showing paper streamers bend backward and flutter, with no desk fan or other visible cause in the frame. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: paper streamers bend backward and flutter, with no desk fan visible. | desk fan | paper streamers bend backward and flutter
A realistic fixed-camera close-up video of the same scene before the event, with no hair dryer, no visible cause, and no white powder spreads into a sideways cloud. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video showing white powder spreads into a sideways cloud, with no hair dryer or other visible cause in the frame. | hair dryer | white powder spreads into a sideways cloud
